"","x"
"20617","Fully.Paid"
"20618","Fully.Paid"
"20619","Fully.Paid"
"20620","Fully.Paid"
"20621","Fully.Paid"
"20622","Fully.Paid"
"20623","Fully.Paid"
"20624","Fully.Paid"
"20625","Fully.Paid"
"20626","Charged.Off"
"20627","Fully.Paid"
"20628","Fully.Paid"
"20629","Fully.Paid"
"20630","Fully.Paid"
"20631","Fully.Paid"
"20632","Fully.Paid"
"20633","Fully.Paid"
"20634","Fully.Paid"
"20635","Fully.Paid"
"20636","Fully.Paid"
"20637","Fully.Paid"
"20638","Fully.Paid"
"20639","Fully.Paid"
"20640","Fully.Paid"
"20641","Fully.Paid"
"20642","Fully.Paid"
"20643","Fully.Paid"
"20644","Charged.Off"
"20645","Fully.Paid"
"20646","Fully.Paid"
"20647","Fully.Paid"
"20648","Fully.Paid"
"20649","Fully.Paid"
"20650","Fully.Paid"
"20651","Fully.Paid"
"20652","Fully.Paid"
"20653","Fully.Paid"
"20654","Fully.Paid"
"20655","Fully.Paid"
"20656","Fully.Paid"
"20657","Fully.Paid"
"20658","Fully.Paid"
"20659","Fully.Paid"
"20660","Fully.Paid"
"20661","Fully.Paid"
"20662","Fully.Paid"
"20663","Fully.Paid"
"20664","Fully.Paid"
"20665","Fully.Paid"
"20666","Fully.Paid"
"20667","Fully.Paid"
"20668","Fully.Paid"
"20669","Fully.Paid"
"20670","Fully.Paid"
"20671","Fully.Paid"
"20672","Charged.Off"
"20673","Fully.Paid"
"20674","Fully.Paid"
"20675","Fully.Paid"
"20676","Fully.Paid"
"20677","Charged.Off"
"20678","Fully.Paid"
"20679","Fully.Paid"
"20680","Fully.Paid"
"20681","Fully.Paid"
"20682","Fully.Paid"
"20683","Fully.Paid"
"20684","Fully.Paid"
"20685","Fully.Paid"
"20686","Fully.Paid"
"20687","Fully.Paid"
"20688","Charged.Off"
"20689","Fully.Paid"
"20690","Fully.Paid"
"20691","Fully.Paid"
"20692","Fully.Paid"
"20693","Fully.Paid"
"20694","Fully.Paid"
"20695","Fully.Paid"
"20696","Fully.Paid"
"20697","Fully.Paid"
"20698","Fully.Paid"
"20699","Fully.Paid"
"20700","Charged.Off"
"20701","Fully.Paid"
"20702","Fully.Paid"
"20703","Fully.Paid"
"20704","Fully.Paid"
"20705","Fully.Paid"
"20706","Fully.Paid"
"20707","Fully.Paid"
"20708","Charged.Off"
"20709","Fully.Paid"
"20710","Fully.Paid"
"20711","Fully.Paid"
"20712","Fully.Paid"
"20713","Fully.Paid"
"20714","Fully.Paid"
"20715","Fully.Paid"
"20716","Fully.Paid"
"20717","Fully.Paid"
"20718","Charged.Off"
"20719","Fully.Paid"
"20720","Fully.Paid"
"20721","Fully.Paid"
"20722","Fully.Paid"
"20723","Charged.Off"
"20724","Fully.Paid"
"20725","Charged.Off"
"20726","Fully.Paid"
"20727","Fully.Paid"
"20728","Fully.Paid"
"20729","Fully.Paid"
"20730","Fully.Paid"
"20731","Fully.Paid"
"20732","Fully.Paid"
"20733","Fully.Paid"
"20734","Charged.Off"
"20735","Fully.Paid"
"20736","Charged.Off"
"20737","Fully.Paid"
"20738","Fully.Paid"
"20739","Fully.Paid"
"20740","Fully.Paid"
"20741","Fully.Paid"
"20742","Fully.Paid"
"20743","Charged.Off"
"20744","Charged.Off"
"20745","Fully.Paid"
"20746","Fully.Paid"
"20747","Fully.Paid"
"20748","Fully.Paid"
"20749","Fully.Paid"
"20750","Fully.Paid"
"20751","Fully.Paid"
"20752","Fully.Paid"
"20753","Fully.Paid"
"20754","Fully.Paid"
"20755","Charged.Off"
"20756","Fully.Paid"
"20757","Fully.Paid"
"20758","Charged.Off"
"20759","Fully.Paid"
"20760","Fully.Paid"
"20761","Fully.Paid"
"20762","Fully.Paid"
"20763","Fully.Paid"
"20764","Charged.Off"
"20765","Fully.Paid"
"20766","Fully.Paid"
"20767","Fully.Paid"
"20768","Fully.Paid"
"20769","Fully.Paid"
"20770","Fully.Paid"
"20771","Fully.Paid"
"20772","Fully.Paid"
"20773","Charged.Off"
"20774","Fully.Paid"
"20775","Fully.Paid"
"20776","Fully.Paid"
"20777","Fully.Paid"
"20778","Fully.Paid"
"20779","Charged.Off"
"20780","Fully.Paid"
"20781","Fully.Paid"
"20782","Charged.Off"
"20783","Fully.Paid"
"20784","Charged.Off"
"20785","Fully.Paid"
"20786","Fully.Paid"
"20787","Fully.Paid"
"20788","Fully.Paid"
"20789","Fully.Paid"
"20790","Fully.Paid"
"20791","Fully.Paid"
"20792","Fully.Paid"
"20793","Charged.Off"
"20794","Charged.Off"
"20795","Fully.Paid"
"20796","Fully.Paid"
"20797","Fully.Paid"
"20798","Fully.Paid"
"20799","Fully.Paid"
"20800","Fully.Paid"
"20801","Fully.Paid"
"20802","Fully.Paid"
"20803","Fully.Paid"
"20804","Fully.Paid"
"20805","Fully.Paid"
"20806","Fully.Paid"
"20807","Fully.Paid"
"20808","Fully.Paid"
"20809","Fully.Paid"
"20810","Fully.Paid"
"20811","Fully.Paid"
"20812","Fully.Paid"
"20813","Charged.Off"
"20814","Fully.Paid"
"20815","Fully.Paid"
"20816","Fully.Paid"
"20817","Charged.Off"
"20818","Fully.Paid"
"20819","Fully.Paid"
"20820","Fully.Paid"
"20821","Charged.Off"
"20822","Fully.Paid"
"20823","Fully.Paid"
"20824","Fully.Paid"
"20825","Fully.Paid"
"20826","Fully.Paid"
"20827","Fully.Paid"
"20828","Fully.Paid"
"20829","Fully.Paid"
"20830","Fully.Paid"
"20831","Fully.Paid"
"20832","Fully.Paid"
"20833","Fully.Paid"
"20834","Fully.Paid"
"20835","Fully.Paid"
"20836","Fully.Paid"
"20837","Fully.Paid"
"20838","Fully.Paid"
"20839","Fully.Paid"
"20840","Fully.Paid"
"20841","Fully.Paid"
"20842","Fully.Paid"
"20843","Charged.Off"
"20844","Fully.Paid"
"20845","Fully.Paid"
"20846","Fully.Paid"
"20847","Fully.Paid"
"20848","Fully.Paid"
"20849","Fully.Paid"
"20850","Fully.Paid"
"20851","Fully.Paid"
"20852","Fully.Paid"
"20853","Charged.Off"
"20854","Charged.Off"
"20855","Fully.Paid"
"20856","Charged.Off"
"20857","Fully.Paid"
"20858","Fully.Paid"
"20859","Fully.Paid"
"20860","Charged.Off"
"20861","Fully.Paid"
"20862","Fully.Paid"
"20863","Fully.Paid"
"20864","Fully.Paid"
"20865","Fully.Paid"
"20866","Charged.Off"
"20867","Fully.Paid"
"20868","Fully.Paid"
"20869","Fully.Paid"
"20870","Fully.Paid"
"20871","Fully.Paid"
"20872","Fully.Paid"
"20873","Fully.Paid"
"20874","Fully.Paid"
"20875","Fully.Paid"
"20876","Fully.Paid"
"20877","Fully.Paid"
"20878","Charged.Off"
"20879","Fully.Paid"
"20880","Charged.Off"
"20881","Fully.Paid"
"20882","Fully.Paid"
"20883","Fully.Paid"
"20884","Fully.Paid"
"20885","Charged.Off"
"20886","Fully.Paid"
"20887","Fully.Paid"
"20888","Fully.Paid"
"20889","Fully.Paid"
"20890","Fully.Paid"
"20891","Fully.Paid"
"20892","Charged.Off"
"20893","Fully.Paid"
"20894","Fully.Paid"
"20895","Fully.Paid"
"20896","Fully.Paid"
"20897","Fully.Paid"
"20898","Fully.Paid"
"20899","Fully.Paid"
"20900","Fully.Paid"
"20901","Fully.Paid"
"20902","Charged.Off"
"20903","Fully.Paid"
"20904","Fully.Paid"
"20905","Fully.Paid"
"20906","Fully.Paid"
"20907","Fully.Paid"
"20908","Fully.Paid"
"20909","Fully.Paid"
"20910","Fully.Paid"
"20911","Fully.Paid"
"20912","Fully.Paid"
"20913","Fully.Paid"
"20914","Fully.Paid"
"20915","Fully.Paid"
"20916","Charged.Off"
"20917","Fully.Paid"
"20918","Fully.Paid"
"20919","Fully.Paid"
"20920","Fully.Paid"
"20921","Fully.Paid"
"20922","Fully.Paid"
"20923","Fully.Paid"
"20924","Fully.Paid"
"20925","Fully.Paid"
"20926","Fully.Paid"
"20927","Fully.Paid"
"20928","Fully.Paid"
"20929","Fully.Paid"
"20930","Fully.Paid"
"20931","Fully.Paid"
"20932","Fully.Paid"
"20933","Fully.Paid"
"20934","Fully.Paid"
"20935","Fully.Paid"
"20936","Fully.Paid"
"20937","Fully.Paid"
"20938","Fully.Paid"
"20939","Fully.Paid"
"20940","Fully.Paid"
"20941","Fully.Paid"
"20942","Fully.Paid"
"20943","Fully.Paid"
"20944","Fully.Paid"
"20945","Fully.Paid"
"20946","Fully.Paid"
"20947","Fully.Paid"
"20948","Fully.Paid"
"20949","Fully.Paid"
"20950","Fully.Paid"
"20951","Fully.Paid"
"20952","Fully.Paid"
"20953","Fully.Paid"
"20954","Fully.Paid"
"20955","Fully.Paid"
"20956","Fully.Paid"
"20957","Fully.Paid"
"20958","Fully.Paid"
"20959","Charged.Off"
"20960","Fully.Paid"
"20961","Charged.Off"
"20962","Fully.Paid"
"20963","Fully.Paid"
"20964","Fully.Paid"
"20965","Fully.Paid"
"20966","Fully.Paid"
"20967","Fully.Paid"
"20968","Fully.Paid"
"20969","Fully.Paid"
"20970","Fully.Paid"
"20971","Fully.Paid"
"20972","Charged.Off"
"20973","Fully.Paid"
"20974","Fully.Paid"
"20975","Fully.Paid"
"20976","Fully.Paid"
"20977","Fully.Paid"
"20978","Fully.Paid"
"20979","Charged.Off"
"20980","Fully.Paid"
"20981","Fully.Paid"
"20982","Fully.Paid"
"20983","Fully.Paid"
"20984","Fully.Paid"
"20985","Charged.Off"
"20986","Charged.Off"
"20987","Fully.Paid"
"20988","Fully.Paid"
"20989","Fully.Paid"
"20990","Fully.Paid"
"20991","Fully.Paid"
"20992","Fully.Paid"
"20993","Fully.Paid"
"20994","Fully.Paid"
"20995","Fully.Paid"
"20996","Fully.Paid"
"20997","Fully.Paid"
"20998","Fully.Paid"
"20999","Fully.Paid"
"21000","Fully.Paid"
"21001","Fully.Paid"
"21002","Fully.Paid"
"21003","Fully.Paid"
"21004","Fully.Paid"
"21005","Fully.Paid"
"21006","Charged.Off"
"21007","Fully.Paid"
"21008","Fully.Paid"
"21009","Charged.Off"
"21010","Fully.Paid"
"21011","Fully.Paid"
"21012","Fully.Paid"
"21013","Fully.Paid"
"21014","Fully.Paid"
"21015","Charged.Off"
"21016","Charged.Off"
"21017","Fully.Paid"
"21018","Charged.Off"
"21019","Fully.Paid"
"21020","Fully.Paid"
"21021","Fully.Paid"
"21022","Fully.Paid"
"21023","Fully.Paid"
"21024","Fully.Paid"
"21025","Fully.Paid"
"21026","Fully.Paid"
"21027","Fully.Paid"
"21028","Fully.Paid"
"21029","Fully.Paid"
"21030","Fully.Paid"
"21031","Fully.Paid"
"21032","Fully.Paid"
"21033","Fully.Paid"
"21034","Fully.Paid"
"21035","Fully.Paid"
"21036","Fully.Paid"
"21037","Fully.Paid"
"21038","Fully.Paid"
"21039","Fully.Paid"
"21040","Fully.Paid"
"21041","Charged.Off"
"21042","Fully.Paid"
"21043","Fully.Paid"
"21044","Fully.Paid"
"21045","Fully.Paid"
"21046","Fully.Paid"
"21047","Fully.Paid"
"21048","Fully.Paid"
"21049","Charged.Off"
"21050","Charged.Off"
"21051","Fully.Paid"
"21052","Fully.Paid"
"21053","Fully.Paid"
"21054","Fully.Paid"
"21055","Fully.Paid"
"21056","Fully.Paid"
"21057","Charged.Off"
"21058","Fully.Paid"
"21059","Fully.Paid"
"21060","Fully.Paid"
"21061","Charged.Off"
"21062","Charged.Off"
"21063","Charged.Off"
"21064","Fully.Paid"
"21065","Fully.Paid"
"21066","Fully.Paid"
"21067","Charged.Off"
"21068","Fully.Paid"
"21069","Fully.Paid"
"21070","Fully.Paid"
"21071","Fully.Paid"
"21072","Fully.Paid"
"21073","Fully.Paid"
"21074","Charged.Off"
"21075","Fully.Paid"
"21076","Fully.Paid"
"21077","Charged.Off"
"21078","Fully.Paid"
"21079","Fully.Paid"
"21080","Fully.Paid"
"21081","Fully.Paid"
"21082","Fully.Paid"
"21083","Fully.Paid"
"21084","Fully.Paid"
"21085","Fully.Paid"
"21086","Fully.Paid"
"21087","Fully.Paid"
"21088","Fully.Paid"
"21089","Charged.Off"
"21090","Charged.Off"
"21091","Fully.Paid"
"21092","Fully.Paid"
"21093","Fully.Paid"
"21094","Fully.Paid"
"21095","Fully.Paid"
"21096","Fully.Paid"
"21097","Fully.Paid"
"21098","Fully.Paid"
"21099","Charged.Off"
"21100","Fully.Paid"
"21101","Fully.Paid"
"21102","Fully.Paid"
"21103","Fully.Paid"
"21104","Fully.Paid"
"21105","Fully.Paid"
"21106","Charged.Off"
"21107","Fully.Paid"
"21108","Fully.Paid"
"21109","Charged.Off"
"21110","Fully.Paid"
"21111","Charged.Off"
"21112","Fully.Paid"
"21113","Fully.Paid"
"21114","Fully.Paid"
"21115","Fully.Paid"
"21116","Fully.Paid"
"21117","Fully.Paid"
"21118","Charged.Off"
"21119","Charged.Off"
"21120","Fully.Paid"
"21121","Fully.Paid"
"21122","Fully.Paid"
"21123","Fully.Paid"
"21124","Fully.Paid"
"21125","Fully.Paid"
"21126","Fully.Paid"
"21127","Fully.Paid"
"21128","Fully.Paid"
"21129","Charged.Off"
"21130","Fully.Paid"
"21131","Fully.Paid"
"21132","Fully.Paid"
"21133","Fully.Paid"
"21134","Fully.Paid"
"21135","Fully.Paid"
"21136","Charged.Off"
"21137","Fully.Paid"
"21138","Fully.Paid"
"21139","Fully.Paid"
"21140","Fully.Paid"
"21141","Fully.Paid"
"21142","Fully.Paid"
"21143","Fully.Paid"
"21144","Fully.Paid"
"21145","Charged.Off"
"21146","Fully.Paid"
"21147","Fully.Paid"
"21148","Fully.Paid"
"21149","Fully.Paid"
"21150","Charged.Off"
"21151","Fully.Paid"
"21152","Fully.Paid"
"21153","Charged.Off"
"21154","Fully.Paid"
"21155","Fully.Paid"
"21156","Fully.Paid"
"21157","Fully.Paid"
"21158","Fully.Paid"
"21159","Fully.Paid"
"21160","Fully.Paid"
"21161","Fully.Paid"
"21162","Fully.Paid"
"21163","Charged.Off"
"21164","Fully.Paid"
"21165","Fully.Paid"
"21166","Fully.Paid"
"21167","Fully.Paid"
"21168","Fully.Paid"
"21169","Charged.Off"
"21170","Fully.Paid"
"21171","Charged.Off"
"21172","Fully.Paid"
"21173","Fully.Paid"
"21174","Fully.Paid"
"21175","Charged.Off"
"21176","Fully.Paid"
"21177","Fully.Paid"
"21178","Fully.Paid"
"21179","Fully.Paid"
"21180","Fully.Paid"
"21181","Fully.Paid"
"21182","Fully.Paid"
"21183","Fully.Paid"
"21184","Charged.Off"
"21185","Fully.Paid"
"21186","Fully.Paid"
"21187","Fully.Paid"
"21188","Fully.Paid"
"21189","Fully.Paid"
"21190","Fully.Paid"
"21191","Fully.Paid"
"21192","Fully.Paid"
"21193","Fully.Paid"
"21194","Fully.Paid"
"21195","Fully.Paid"
"21196","Charged.Off"
"21197","Fully.Paid"
"21198","Fully.Paid"
"21199","Fully.Paid"
"21200","Fully.Paid"
"21201","Fully.Paid"
"21202","Fully.Paid"
"21203","Fully.Paid"
"21204","Fully.Paid"
"21205","Fully.Paid"
"21206","Fully.Paid"
"21207","Fully.Paid"
"21208","Fully.Paid"
"21209","Fully.Paid"
"21210","Charged.Off"
"21211","Fully.Paid"
"21212","Fully.Paid"
"21213","Fully.Paid"
"21214","Fully.Paid"
"21215","Fully.Paid"
"21216","Fully.Paid"
"21217","Fully.Paid"
"21218","Fully.Paid"
"21219","Fully.Paid"
"21220","Charged.Off"
"21221","Fully.Paid"
"21222","Charged.Off"
"21223","Fully.Paid"
"21224","Fully.Paid"
"21225","Fully.Paid"
"21226","Fully.Paid"
"21227","Fully.Paid"
"21228","Fully.Paid"
"21229","Fully.Paid"
"21230","Fully.Paid"
"21231","Fully.Paid"
"21232","Fully.Paid"
"21233","Fully.Paid"
"21234","Fully.Paid"
"21235","Fully.Paid"
"21236","Fully.Paid"
"21237","Fully.Paid"
"21238","Fully.Paid"
"21239","Fully.Paid"
"21240","Fully.Paid"
"21241","Fully.Paid"
"21242","Fully.Paid"
"21243","Fully.Paid"
"21244","Fully.Paid"
"21245","Fully.Paid"
"21246","Fully.Paid"
"21247","Fully.Paid"
"21248","Charged.Off"
"21249","Fully.Paid"
"21250","Fully.Paid"
"21251","Fully.Paid"
"21252","Charged.Off"
"21253","Fully.Paid"
"21254","Fully.Paid"
"21255","Fully.Paid"
"21256","Charged.Off"
"21257","Fully.Paid"
"21258","Fully.Paid"
"21259","Fully.Paid"
"21260","Fully.Paid"
"21261","Fully.Paid"
"21262","Fully.Paid"
"21263","Fully.Paid"
"21264","Fully.Paid"
"21265","Fully.Paid"
"21266","Fully.Paid"
"21267","Fully.Paid"
"21268","Charged.Off"
"21269","Charged.Off"
"21270","Fully.Paid"
"21271","Charged.Off"
"21272","Fully.Paid"
"21273","Fully.Paid"
"21274","Charged.Off"
"21275","Fully.Paid"
"21276","Fully.Paid"
"21277","Fully.Paid"
"21278","Fully.Paid"
"21279","Fully.Paid"
"21280","Fully.Paid"
"21281","Fully.Paid"
"21282","Fully.Paid"
"21283","Fully.Paid"
"21284","Fully.Paid"
"21285","Fully.Paid"
"21286","Fully.Paid"
"21287","Fully.Paid"
"21288","Fully.Paid"
"21289","Charged.Off"
"21290","Fully.Paid"
"21291","Fully.Paid"
"21292","Fully.Paid"
"21293","Fully.Paid"
"21294","Fully.Paid"
"21295","Fully.Paid"
"21296","Fully.Paid"
"21297","Fully.Paid"
"21298","Fully.Paid"
"21299","Fully.Paid"
"21300","Charged.Off"
"21301","Charged.Off"
"21302","Fully.Paid"
"21303","Charged.Off"
"21304","Fully.Paid"
"21305","Fully.Paid"
"21306","Fully.Paid"
"21307","Fully.Paid"
"21308","Fully.Paid"
"21309","Fully.Paid"
"21310","Fully.Paid"
"21311","Fully.Paid"
"21312","Fully.Paid"
"21313","Fully.Paid"
"21314","Fully.Paid"
"21315","Charged.Off"
"21316","Fully.Paid"
"21317","Fully.Paid"
"21318","Fully.Paid"
"21319","Fully.Paid"
"21320","Charged.Off"
"21321","Fully.Paid"
"21322","Fully.Paid"
"21323","Fully.Paid"
"21324","Fully.Paid"
"21325","Charged.Off"
"21326","Fully.Paid"
"21327","Fully.Paid"
"21328","Fully.Paid"
"21329","Fully.Paid"
"21330","Fully.Paid"
"21331","Fully.Paid"
"21332","Fully.Paid"
"21333","Fully.Paid"
"21334","Fully.Paid"
"21335","Fully.Paid"
"21336","Fully.Paid"
"21337","Fully.Paid"
"21338","Fully.Paid"
"21339","Fully.Paid"
"21340","Fully.Paid"
"21341","Fully.Paid"
"21342","Fully.Paid"
"21343","Fully.Paid"
"21344","Charged.Off"
"21345","Fully.Paid"
"21346","Fully.Paid"
"21347","Charged.Off"
"21348","Fully.Paid"
"21349","Fully.Paid"
"21350","Fully.Paid"
"21351","Fully.Paid"
"21352","Fully.Paid"
"21353","Fully.Paid"
"21354","Fully.Paid"
"21355","Fully.Paid"
"21356","Fully.Paid"
"21357","Fully.Paid"
"21358","Fully.Paid"
"21359","Fully.Paid"
"21360","Fully.Paid"
"21361","Fully.Paid"
"21362","Fully.Paid"
"21363","Fully.Paid"
"21364","Fully.Paid"
"21365","Fully.Paid"
"21366","Fully.Paid"
"21367","Charged.Off"
"21368","Fully.Paid"
"21369","Charged.Off"
"21370","Fully.Paid"
"21371","Charged.Off"
"21372","Fully.Paid"
"21373","Fully.Paid"
"21374","Fully.Paid"
"21375","Fully.Paid"
"21376","Fully.Paid"
"21377","Fully.Paid"
"21378","Fully.Paid"
"21379","Fully.Paid"
"21380","Fully.Paid"
"21381","Fully.Paid"
"21382","Fully.Paid"
"21383","Fully.Paid"
"21384","Fully.Paid"
"21385","Fully.Paid"
"21386","Fully.Paid"
"21387","Charged.Off"
"21388","Fully.Paid"
"21389","Fully.Paid"
"21390","Charged.Off"
"21391","Fully.Paid"
"21392","Fully.Paid"
"21393","Fully.Paid"
"21394","Fully.Paid"
"21395","Fully.Paid"
"21396","Fully.Paid"
"21397","Fully.Paid"
"21398","Fully.Paid"
"21399","Fully.Paid"
"21400","Charged.Off"
"21401","Charged.Off"
"21402","Fully.Paid"
"21403","Fully.Paid"
"21404","Fully.Paid"
"21405","Charged.Off"
"21406","Fully.Paid"
"21407","Fully.Paid"
"21408","Fully.Paid"
"21409","Fully.Paid"
"21410","Fully.Paid"
"21411","Fully.Paid"
"21412","Fully.Paid"
"21413","Fully.Paid"
"21414","Fully.Paid"
"21415","Fully.Paid"
"21416","Fully.Paid"
"21417","Fully.Paid"
"21418","Fully.Paid"
"21419","Charged.Off"
"21420","Fully.Paid"
"21421","Fully.Paid"
"21422","Fully.Paid"
"21423","Fully.Paid"
"21424","Fully.Paid"
"21425","Charged.Off"
"21426","Fully.Paid"
"21427","Fully.Paid"
"21428","Fully.Paid"
"21429","Charged.Off"
"21430","Fully.Paid"
"21431","Fully.Paid"
"21432","Fully.Paid"
"21433","Fully.Paid"
"21434","Fully.Paid"
"21435","Fully.Paid"
"21436","Fully.Paid"
"21437","Charged.Off"
"21438","Charged.Off"
"21439","Fully.Paid"
"21440","Charged.Off"
"21441","Fully.Paid"
"21442","Fully.Paid"
"21443","Fully.Paid"
"21444","Fully.Paid"
"21445","Fully.Paid"
"21446","Fully.Paid"
"21447","Fully.Paid"
"21448","Charged.Off"
"21449","Charged.Off"
"21450","Fully.Paid"
"21451","Fully.Paid"
"21452","Fully.Paid"
"21453","Fully.Paid"
"21454","Fully.Paid"
"21455","Fully.Paid"
"21456","Fully.Paid"
"21457","Fully.Paid"
"21458","Fully.Paid"
"21459","Charged.Off"
"21460","Fully.Paid"
"21461","Fully.Paid"
"21462","Fully.Paid"
"21463","Fully.Paid"
"21464","Fully.Paid"
"21465","Fully.Paid"
"21466","Fully.Paid"
"21467","Fully.Paid"
"21468","Fully.Paid"
"21469","Fully.Paid"
"21470","Fully.Paid"
"21471","Fully.Paid"
"21472","Fully.Paid"
"21473","Fully.Paid"
"21474","Fully.Paid"
"21475","Fully.Paid"
"21476","Fully.Paid"
"21477","Fully.Paid"
"21478","Fully.Paid"
"21479","Fully.Paid"
"21480","Fully.Paid"
"21481","Fully.Paid"
"21482","Fully.Paid"
"21483","Fully.Paid"
"21484","Fully.Paid"
"21485","Fully.Paid"
"21486","Fully.Paid"
"21487","Fully.Paid"
"21488","Fully.Paid"
"21489","Fully.Paid"
"21490","Fully.Paid"
"21491","Fully.Paid"
"21492","Fully.Paid"
"21493","Fully.Paid"
"21494","Fully.Paid"
"21495","Fully.Paid"
"21496","Fully.Paid"
"21497","Fully.Paid"
"21498","Fully.Paid"
"21499","Fully.Paid"
"21500","Fully.Paid"
"21501","Fully.Paid"
"21502","Fully.Paid"
"21503","Fully.Paid"
"21504","Fully.Paid"
"21505","Fully.Paid"
"21506","Fully.Paid"
"21507","Fully.Paid"
"21508","Fully.Paid"
"21509","Fully.Paid"
"21510","Fully.Paid"
"21511","Charged.Off"
"21512","Fully.Paid"
"21513","Charged.Off"
"21514","Fully.Paid"
"21515","Fully.Paid"
"21516","Charged.Off"
"21517","Fully.Paid"
"21518","Fully.Paid"
"21519","Fully.Paid"
"21520","Fully.Paid"
"21521","Fully.Paid"
"21522","Fully.Paid"
"21523","Fully.Paid"
"21524","Fully.Paid"
"21525","Fully.Paid"
"21526","Fully.Paid"
"21527","Fully.Paid"
"21528","Fully.Paid"
"21529","Fully.Paid"
"21530","Fully.Paid"
"21531","Fully.Paid"
"21532","Fully.Paid"
"21533","Fully.Paid"
"21534","Fully.Paid"
"21535","Fully.Paid"
"21536","Fully.Paid"
"21537","Fully.Paid"
"21538","Fully.Paid"
"21539","Charged.Off"
"21540","Fully.Paid"
"21541","Fully.Paid"
"21542","Fully.Paid"
"21543","Fully.Paid"
"21544","Fully.Paid"
"21545","Fully.Paid"
"21546","Charged.Off"
"21547","Fully.Paid"
"21548","Charged.Off"
"21549","Fully.Paid"
"21550","Fully.Paid"
"21551","Fully.Paid"
"21552","Fully.Paid"
"21553","Fully.Paid"
"21554","Fully.Paid"
"21555","Fully.Paid"
"21556","Fully.Paid"
"21557","Fully.Paid"
"21558","Fully.Paid"
"21559","Fully.Paid"
"21560","Fully.Paid"
"21561","Fully.Paid"
"21562","Fully.Paid"
"21563","Fully.Paid"
"21564","Fully.Paid"
"21565","Fully.Paid"
"21566","Fully.Paid"
"21567","Fully.Paid"
"21568","Fully.Paid"
"21569","Charged.Off"
"21570","Fully.Paid"
"21571","Charged.Off"
"21572","Fully.Paid"
"21573","Fully.Paid"
"21574","Fully.Paid"
"21575","Fully.Paid"
"21576","Fully.Paid"
"21577","Fully.Paid"
"21578","Fully.Paid"
"21579","Fully.Paid"
"21580","Fully.Paid"
"21581","Fully.Paid"
"21582","Charged.Off"
"21583","Fully.Paid"
"21584","Fully.Paid"
"21585","Charged.Off"
"21586","Fully.Paid"
"21587","Fully.Paid"
"21588","Fully.Paid"
"21589","Fully.Paid"
"21590","Fully.Paid"
"21591","Fully.Paid"
"21592","Fully.Paid"
"21593","Fully.Paid"
"21594","Fully.Paid"
"21595","Fully.Paid"
"21596","Charged.Off"
"21597","Fully.Paid"
"21598","Fully.Paid"
"21599","Fully.Paid"
"21600","Fully.Paid"
"21601","Fully.Paid"
"21602","Fully.Paid"
"21603","Charged.Off"
"21604","Fully.Paid"
"21605","Fully.Paid"
"21606","Fully.Paid"
"21607","Fully.Paid"
"21608","Fully.Paid"
"21609","Fully.Paid"
"21610","Fully.Paid"
"21611","Fully.Paid"
"21612","Fully.Paid"
"21613","Fully.Paid"
"21614","Fully.Paid"
"21615","Charged.Off"
"21616","Fully.Paid"
"21617","Fully.Paid"
"21618","Fully.Paid"
"21619","Fully.Paid"
"21620","Charged.Off"
"21621","Fully.Paid"
"21622","Fully.Paid"
"21623","Fully.Paid"
"21624","Charged.Off"
"21625","Fully.Paid"
"21626","Fully.Paid"
"21627","Fully.Paid"
"21628","Fully.Paid"
"21629","Fully.Paid"
"21630","Fully.Paid"
"21631","Fully.Paid"
"21632","Fully.Paid"
"21633","Fully.Paid"
"21634","Fully.Paid"
"21635","Fully.Paid"
"21636","Fully.Paid"
"21637","Fully.Paid"
"21638","Fully.Paid"
"21639","Fully.Paid"
"21640","Fully.Paid"
"21641","Fully.Paid"
"21642","Fully.Paid"
"21643","Fully.Paid"
"21644","Fully.Paid"
"21645","Fully.Paid"
"21646","Charged.Off"
"21647","Fully.Paid"
"21648","Fully.Paid"
"21649","Fully.Paid"
"21650","Fully.Paid"
"21651","Fully.Paid"
"21652","Fully.Paid"
"21653","Fully.Paid"
"21654","Fully.Paid"
"21655","Fully.Paid"
"21656","Charged.Off"
"21657","Fully.Paid"
"21658","Fully.Paid"
"21659","Fully.Paid"
"21660","Charged.Off"
"21661","Fully.Paid"
"21662","Fully.Paid"
"21663","Fully.Paid"
"21664","Fully.Paid"
"21665","Fully.Paid"
"21666","Fully.Paid"
"21667","Fully.Paid"
"21668","Fully.Paid"
"21669","Fully.Paid"
"21670","Fully.Paid"
"21671","Fully.Paid"
"21672","Charged.Off"
"21673","Charged.Off"
"21674","Fully.Paid"
"21675","Charged.Off"
"21676","Fully.Paid"
"21677","Fully.Paid"
"21678","Fully.Paid"
"21679","Charged.Off"
"21680","Fully.Paid"
"21681","Fully.Paid"
"21682","Charged.Off"
"21683","Fully.Paid"
"21684","Fully.Paid"
"21685","Fully.Paid"
"21686","Fully.Paid"
"21687","Fully.Paid"
"21688","Fully.Paid"
"21689","Fully.Paid"
"21690","Fully.Paid"
"21691","Fully.Paid"
"21692","Fully.Paid"
"21693","Fully.Paid"
"21694","Charged.Off"
"21695","Fully.Paid"
"21696","Fully.Paid"
"21697","Charged.Off"
"21698","Fully.Paid"
"21699","Fully.Paid"
"21700","Fully.Paid"
"21701","Fully.Paid"
"21702","Charged.Off"
"21703","Fully.Paid"
